test case,benchmark name,samples,iterations,estimated,mean,low mean,high mean,std dev,low std dev,high std dev,tags,raw
normalizing a fully mergeable tiling of boxes - 2,"medium, embedded in 3d",100,24,2529600,1043.3983,1039.3917,1053.0129,30.8034,16.0768,51.3391,"benchmark,group:grid","1039.3750,1203.8750,1054.4167,1032.7083,1037.7083,1039.4167,1040.6250,1039.8333,1039.3750,1039.3750,1031.4583,1036.8750,1036.0417,1035.6250,1036.5000,1038.9583,1038.5417,1034.0000,1040.2083,1037.2917,1037.7500,1196.3333,1041.0833,1041.4583,1040.2500,1035.2083,1039.7917,1035.6667,1033.5417,1039.3750,1039.4167,1038.9583,1038.5417,1036.4583,1040.2083,1039.8333,1040.6250,1038.5833,1039.3750,1038.9583,1032.2917,1038.5417,1037.2917,1041.5000,1041.0417,1040.2500,1040.6250,1031.4583,1040.6667,1039.7917,1039.8333,1038.9583,1039.3750,1041.0833,1034.3750,1039.8333,1042.7083,1041.0833,1038.9583,1039.3750,1039.4167,1248.1250,1038.9583,1035.2083,1048.5833,1041.9167,1037.7083,1035.2083,1036.0833,1036.4583,1030.6250,1038.9583,1035.6667,1036.8750,1035.6250,1036.0417,1034.0000,1036.8750,1036.4583,1034.7917,1034.8333,1037.7083,1036.8750,1041.9167,1033.1250,1036.4583,1041.5000,1038.5417,1036.0417,1035.2500,1037.2917,1034.3750,1039.8333,1039.7917,1040.2083,1037.2917,1033.9583,1036.8750,1033.5417,1038.1667"
normalizing a fully mergeable tiling of boxes - 2,"large, native",100,1,3822100,37387.4700,37272.6100,37604.2800,779.9650,453.1963,1172.9813,"benchmark,group:grid","37088.0000,37329.0000,38210.0000,37449.0000,37499.0000,41396.0000,37490.0000,37138.0000,37129.0000,37068.0000,37209.0000,37238.0000,37259.0000,37219.0000,37078.0000,37089.0000,37238.0000,37189.0000,37529.0000,37209.0000,37048.0000,37169.0000,37279.0000,36978.0000,37209.0000,37218.0000,37249.0000,37059.0000,36988.0000,37188.0000,37289.0000,40756.0000,37739.0000,37169.0000,36848.0000,37148.0000,37058.0000,37219.0000,37198.0000,37389.0000,37289.0000,37389.0000,37279.0000,37219.0000,37268.0000,37059.0000,37299.0000,37158.0000,37139.0000,37439.0000,37349.0000,36998.0000,37149.0000,36978.0000,37078.0000,37219.0000,37159.0000,37078.0000,40715.0000,37109.0000,37469.0000,37239.0000,37188.0000,37429.0000,37149.0000,37149.0000,36928.0000,37278.0000,37138.0000,36838.0000,37389.0000,37269.0000,36968.0000,37389.0000,37489.0000,37149.0000,37138.0000,37279.0000,37249.0000,37098.0000,37389.0000,37419.0000,37028.0000,37459.0000,37058.0000,41437.0000,37259.0000,37279.0000,37349.0000,37228.0000,37369.0000,37159.0000,37158.0000,37259.0000,37339.0000,37008.0000,37189.0000,37409.0000,37870.0000,37239.0000"
normalizing a fully mergeable tiling of boxes - 2,"large, embedded in 3d",100,1,4148500,41544.1400,41435.0700,41746.5200,732.5545,400.4641,1088.6911,"benchmark,group:grid","41277.0000,41396.0000,42359.0000,41567.0000,41346.0000,41497.0000,41397.0000,41527.0000,41496.0000,41377.0000,41156.0000,41216.0000,41407.0000,41276.0000,41337.0000,41256.0000,41267.0000,41426.0000,41417.0000,41326.0000,41487.0000,41617.0000,41307.0000,44903.0000,41557.0000,41497.0000,41406.0000,41337.0000,41396.0000,41226.0000,41446.0000,41316.0000,41427.0000,41066.0000,41376.0000,41417.0000,41376.0000,41296.0000,41256.0000,41247.0000,41546.0000,41566.0000,41567.0000,41557.0000,41317.0000,41136.0000,41376.0000,44914.0000,41416.0000,41317.0000,41316.0000,41257.0000,41366.0000,41257.0000,41346.0000,41206.0000,41567.0000,41437.0000,41557.0000,41146.0000,41327.0000,41306.0000,41136.0000,41407.0000,41386.0000,41237.0000,41286.0000,41477.0000,41517.0000,41446.0000,41407.0000,41537.0000,45274.0000,41296.0000,41557.0000,41477.0000,41547.0000,41256.0000,41457.0000,41316.0000,41486.0000,41367.0000,41376.0000,41277.0000,41256.0000,41267.0000,41647.0000,41276.0000,41507.0000,41356.0000,41527.0000,41367.0000,41316.0000,41687.0000,41436.0000,41587.0000,45094.0000,41597.0000,41376.0000,41517.0000"
normalizing a fully mergeable tiling of boxes - 3,"small, native",100,99,2494800,249.5673,248.6731,251.8299,6.4208,0.7867,11.8650,"benchmark,group:grid","249.1414,248.8384,253.4949,249.5455,249.1313,248.1212,248.9394,247.9293,248.6364,248.7273,249.2424,249.2424,249.3434,246.5051,248.6263,248.2323,248.1313,248.5253,249.3333,249.9495,248.6263,249.1414,247.6263,298.9293,247.3232,248.8283,248.9394,248.5354,248.7374,248.4343,248.6263,248.7374,248.8384,248.6364,248.5354,248.7273,248.9394,248.7374,247.3232,249.3434,248.4242,248.9394,248.5354,248.4343,248.6263,248.3232,248.4343,248.5354,248.4242,247.8182,248.3333,248.1313,247.3131,248.4343,248.7374,248.4242,248.3232,248.2323,248.4343,248.6263,248.3232,248.2323,248.2323,288.9091,248.6364,249.2424,249.5455,247.0101,248.5354,248.6364,249.1414,249.3434,248.8283,248.3333,248.3333,248.7374,248.9394,249.2323,248.7273,248.9394,249.4444,247.2222,248.6263,248.8384,249.3434,248.7374,249.3434,248.7374,248.4242,248.4242,249.3434,249.3434,249.2424,248.1313,249.1414,247.1111,248.1313,248.4343,249.3333,248.8283"
normalizing a fully mergeable tiling of boxes - 3,"medium, native",100,17,2618000,1492.5400,1487.1065,1504.8024,40.6381,22.5053,65.2705,"benchmark,group:grid","1472.7059,1472.6471,1510.3529,1489.1765,1476.1765,1482.1176,1488.5882,1488.5882,1492.7647,1484.4706,1491.5294,1480.9412,1478.5294,1487.4118,1485.0588,1493.2941,1487.4118,1488.0000,1736.7059,1480.3529,1479.1765,1476.7647,1483.8235,1483.2941,1485.0588,1477.4118,1475.0588,1478.0000,1470.2941,1477.4118,1478.5882,1487.4118,1486.8235,1482.7059,1487.4118,1489.7647,1483.8824,1485.6471,1482.7059,1486.2353,1492.1176,1494.4706,1486.2353,1489.1765,1474.4706,1480.3529,1486.8235,1485.6471,1485.0588,1484.4706,1483.8824,1488.5882,1479.1765,1487.4118,1486.2353,1484.4706,1483.2941,1484.4706,1721.3529,1487.4118,1480.2941,1489.1765,1485.6471,1495.0588,1493.2941,1493.8824,1493.3529,1489.1765,1474.4118,1483.2941,1483.2941,1490.3529,1491.0000,1487.4118,1488.5882,1482.1176,1489.7647,1488.5882,1490.3529,1484.4706,1488.5882,1482.1176,1486.2353,1484.4706,1474.4706,1485.6471,1483.2941,1488.5882,1490.9412,1496.2353,1486.8235,1493.9412,1487.4118,1493.2941,1483.8824,1483.2941,1487.4118,1704.2941,1483.2941,1486.8235"
normalizing a fully mergeable tiling of boxes - 3,"large, native",100,1,4733100,46897.4800,46743.5200,47176.5400,1035.7555,637.8174,1504.2938,"benchmark,group:grid","46676.0000,46286.0000,47639.0000,50464.0000,46937.0000,46957.0000,46727.0000,46576.0000,46577.0000,46466.0000,46716.0000,46686.0000,46617.0000,46877.0000,46736.0000,46667.0000,46617.0000,46766.0000,46597.0000,46476.0000,46787.0000,46757.0000,46536.0000,46406.0000,46607.0000,52187.0000,46666.0000,46717.0000,46426.0000,46757.0000,46546.0000,46907.0000,46666.0000,46717.0000,46897.0000,46446.0000,46346.0000,46827.0000,46496.0000,46817.0000,46516.0000,46486.0000,46747.0000,46806.0000,46667.0000,46687.0000,51385.0000,46787.0000,46787.0000,46206.0000,46556.0000,46366.0000,46637.0000,46556.0000,46667.0000,46636.0000,46717.0000,46536.0000,46547.0000,46556.0000,46496.0000,46787.0000,46687.0000,46857.0000,46787.0000,46726.0000,46597.0000,51415.0000,46726.0000,46727.0000,46396.0000,46887.0000,46767.0000,46656.0000,46496.0000,46646.0000,46657.0000,46656.0000,46746.0000,46597.0000,46827.0000,46626.0000,46827.0000,46847.0000,46767.0000,46767.0000,46616.0000,46567.0000,46776.0000,51105.0000,46947.0000,46856.0000,46437.0000,46646.0000,46697.0000,46817.0000,46426.0000,46556.0000,46497.0000,46416.0000"
performing set operations between randomized regions - 2d,"union, small, native",100,29,2531700,865.4121,862.2583,872.5886,23.5452,13.6489,37.6160,"benchmark,group:grid","863.9655,863.6552,887.4828,870.5517,868.4828,862.5862,865.0000,864.3448,865.7241,861.2069,862.9655,862.2414,865.7241,859.8276,861.2414,864.6552,854.3103,858.4483,860.5172,993.2069,866.4138,863.2759,864.3448,862.6207,864.6552,856.0345,859.5172,862.2414,861.2414,860.5172,860.8966,860.8621,853.2759,861.2414,860.1724,862.6207,863.6207,859.8621,859.4828,854.6552,863.3103,860.8621,860.5517,864.3103,859.8621,860.1724,853.9655,863.6552,861.5517,859.8621,861.2069,862.2759,860.5172,854.3103,859.8621,862.2414,860.8966,861.8966,860.1724,1002.5172,861.5517,859.8621,857.4138,862.9310,861.5517,862.9655,859.4828,861.8966,861.2069,855.3448,862.6207,863.6207,860.2069,861.5517,861.9310,860.8621,855.0000,859.8621,862.5862,862.2759,861.5517,861.2414,861.5517,855.6897,859.8621,862.5862,861.5862,860.8621,861.2414,860.8621,861.9310,853.9655,861.2069,860.8966,860.5172,862.9655,858.7931,858.4483,856.7241,996.3103"
performing set operations between randomized regions - 2d,"union, small, embedded in 3d",100,25,2572500,1020.2324,1016.7928,1029.0616,24.9924,4.3988,45.4030,"benchmark,group:grid","1016.2400,1018.2400,1047.8800,1021.0800,1017.0400,1022.6800,1016.6400,1021.0800,1019.0400,1019.0400,1017.0800,1017.4400,1009.8400,1013.8400,1018.6800,1018.2400,1019.4800,1017.4400,1017.4400,1014.2400,1010.6400,1019.0400,1016.2400,1019.0800,1017.4400,1016.6400,1017.0800,1017.0400,1007.8400,1017.8400,1016.6400,1017.4400,1018.2400,1017.4800,1200.6000,1017.4400,1016.2400,1019.0800,1012.2400,1019.0400,1016.2800,1013.8400,1016.2400,1014.6400,1018.2800,1014.6400,1009.0400,1018.6400,1017.0800,1017.8400,1018.2400,1018.6800,1015.4400,1018.2400,1010.2400,1017.8800,1016.2400,1015.4400,1017.0800,1017.0400,1018.2400,1013.4400,1010.6400,1018.2400,1015.0400,1016.6400,1015.0400,1017.4400,1015.4400,1020.2800,1005.8400,1015.0400,1019.4400,1184.2000,1018.2400,1014.2400,1019.8800,1018.6400,1018.2400,1014.2400,1010.6400,1019.0400,1013.8400,1021.4800,1016.6400,1015.4400,1015.0800,1016.6400,1011.8400,1016.2400,1017.4800,1015.4400,1017.8400,1013.8400,1018.2400,1018.2400,1010.6400,1018.2800,1014.2400,1016.6400"
performing set operations between randomized regions - 2d,"intersection, small, native",100,111,2486400,223.9602,223.1775,225.9354,5.6278,0.7973,10.2654,"benchmark,group:grid","223.3784,223.1081,227.1712,224.2793,221.7568,223.6486,223.4685,223.8288,223.1982,223.5676,223.5586,221.5676,223.0180,223.5586,223.2883,223.3784,223.2883,223.1081,221.4865,223.6486,223.1982,223.2883,223.2883,223.3784,223.5586,221.4865,223.3784,223.2883,223.0180,223.5586,223.1982,223.4685,221.4865,223.5586,223.3784,223.2883,223.1982,223.3784,222.1171,222.4775,223.4685,265.1712,223.6486,223.2883,223.6486,223.3784,222.7477,222.1171,223.4685,223.1982,223.5676,223.0180,223.3784,221.2973,223.5586,223.3784,223.4685,223.2883,223.5586,223.1982,221.3964,223.1982,223.3784,223.3784,223.3784,223.1081,223.6486,221.3063,223.5586,223.1982,223.1982,223.1982,223.4685,223.1982,221.4865,223.1982,223.5586,223.4685,223.3784,223.2883,223.2883,260.6577,222.0270,223.4685,223.5586,223.2883,223.3784,223.7387,223.5586,221.3874,223.4775,223.2883,223.8288,223.4685,223.5586,223.3784,221.3964,223.4685,223.3784,223.2883"
performing set operations between randomized regions - 2d,"intersection, small, embedded in 3d",100,100,2490000,253.3041,252.6037,255.0046,5.1500,1.2347,9.2463,"benchmark,group:grid","252.9600,253.6600,258.2700,253.3600,252.4600,252.5600,252.1600,249.2500,252.2600,251.8600,251.6600,252.2600,252.0600,251.7600,252.3600,249.1500,251.5600,252.5600,252.0600,252.0600,252.6600,251.9600,249.4500,252.2600,252.1600,251.8600,252.7600,252.1600,251.4600,253.0600,249.6500,251.4600,252.1600,252.0600,289.9300,252.9600,252.7600,252.2600,253.0600,249.8600,251.7500,252.3600,252.6600,252.6600,253.4700,254.3600,251.4600,252.4600,253.7600,253.0600,253.0600,253.4600,253.2600,253.6600,251.0500,252.8600,254.0600,253.1600,253.1600,253.6600,253.1600,253.6700,251.5500,252.9600,253.1600,253.4600,253.0600,253.0600,253.3600,254.0700,251.0500,253.5600,253.6600,253.2600,286.7200,253.9700,252.8600,254.1600,253.9600,250.9600,253.1600,251.4600,252.8600,252.7600,253.1600,253.2600,252.5600,250.4600,253.2600,252.6600,253.1600,252.8600,252.7600,252.8600,253.0700,250.4500,252.9600,253.2600,253.3700,252.7600"
performing set operations between randomized regions - 2d,"difference, small, native",100,25,2547500,1018.2124,1014.5252,1026.3212,26.7476,14.3457,43.3965,"benchmark,group:grid","1014.2400,1014.6400,1147.6800,1035.4800,1029.4800,1025.4400,1020.6800,1026.2800,1013.4400,1010.6400,1016.2400,1022.2800,1015.4400,1016.2400,1020.2800,1016.6400,1009.8400,1002.2400,1012.6400,1017.0400,1016.2400,1011.0000,1018.6400,1012.6400,1004.2400,1012.2400,1012.6400,1021.0400,1016.6400,1014.2400,1015.0400,1013.4400,1007.4400,1010.2400,1186.2000,1011.0400,1009.4400,1017.4400,1008.2400,1016.2400,1010.2400,1006.6400,1006.6400,1015.0400,1013.4400,1015.0800,1013.0400,1011.4400,1021.8400,1002.2400,1008.2400,1014.2400,1010.6400,1006.6400,1009.8400,1015.4400,1010.2400,1000.2400,1007.4400,1013.8400,1010.2400,1011.4400,1013.4400,1017.4400,1009.0000,1009.0400,1017.8800,1015.4400,1012.2400,1012.2400,1019.4800,1009.0400,1008.2400,1165.3200,1006.6400,1015.0400,1018.6400,1016.2800,1013.8400,1017.0400,1012.6400,1018.6800,1007.4400,1010.6400,1013.0400,1014.6400,1015.4400,1019.0800,1012.6400,1013.8400,1007.0400,1015.0400,1019.4800,1009.8400,1012.6400,1017.8400,1014.2400,1014.6400,1009.8000,1011.0000"
performing set operations between randomized regions - 2d,"difference, small, embedded in 3d",100,21,2568300,1199.9314,1194.9205,1211.3886,38.4326,21.3474,61.7880,"benchmark,group:grid","1189.2857,1192.6667,1216.4762,1196.4762,1403.5238,1206.9524,1199.8095,1205.5238,1195.5238,1196.4762,1195.9524,1184.5238,1188.8095,1196.9524,1197.9048,1201.2381,1191.6667,1194.0952,1185.9524,1194.0952,1194.0952,1191.1905,1194.5714,1197.9048,1190.2381,1195.5238,1183.0952,1192.6667,1192.6190,1194.5714,1195.5238,1196.9524,1188.8095,1192.1905,1187.8571,1195.5238,1193.0952,1189.3333,1195.0476,1192.1429,1190.7619,1194.0476,1187.9048,1195.4762,1417.3333,1191.2381,1190.2381,1189.8095,1194.5238,1186.0000,1193.5714,1192.6667,1189.2857,1196.9524,1196.9524,1186.9048,1189.8095,1196.0000,1192.1429,1196.0000,1188.3333,1190.7619,1192.6667,1192.1429,1188.3810,1193.5714,1193.6190,1189.7619,1191.7143,1196.0000,1191.1905,1191.2381,1195.4762,1192.6190,1194.5714,1189.7619,1186.9524,1194.0476,1184.5714,1192.1429,1189.8095,1193.5714,1194.0952,1193.6190,1429.2857,1194.5238,1191.6667,1189.8095,1194.0476,1196.9524,1195.5238,1193.5714,1194.0952,1198.3810,1189.7619,1191.2381,1192.1905,1196.4286,1195.0476,1195.5238"
performing set operations between randomized regions - 2d,"union, medium, native",100,2,2672200,13406.3000,13366.1000,13507.8150,299.0478,84.5061,532.1352,"benchmark,group:grid","13224.0000,13269.0000,13930.5000,13394.5000,13469.5000,13540.0000,13309.0000,13374.5000,13454.5000,13404.5000,13329.5000,13359.5000,13279.0000,13354.5000,13414.5000,13329.5000,13359.0000,13304.5000,13349.5000,13244.0000,13354.5000,13359.5000,13264.0000,13359.5000,13364.5000,13374.0000,13344.5000,13374.5000,13334.5000,13374.0000,13334.0000,13349.5000,13244.0000,13339.5000,13409.5000,13299.0000,15448.0000,13279.5000,13404.5000,13374.0000,13419.5000,13404.0000,13329.0000,13364.5000,13374.5000,13389.5000,13349.0000,13349.0000,13399.5000,13374.5000,13254.0000,13364.5000,13379.5000,13474.5000,13294.5000,13374.5000,13334.0000,13389.5000,13354.5000,13324.5000,13414.5000,13354.0000,13349.5000,13289.5000,13434.5000,13434.5000,13389.5000,13389.5000,13419.5000,13274.0000,13379.5000,13434.5000,13600.0000,15393.0000,13379.5000,13294.5000,13404.5000,13414.5000,13344.0000,13319.5000,13359.5000,13349.0000,13374.5000,13424.5000,13374.5000,13354.5000,13304.0000,13319.0000,13329.5000,13389.5000,13399.5000,13284.0000,13294.5000,13349.0000,13284.5000,13389.5000,13344.5000,13299.0000,13394.5000,13324.5000"
performing set operations between randomized regions - 2d,"union, medium, embedded in 3d",100,2,2999000,14907.8600,14849.8800,15026.7500,405.0492,216.3244,660.0329,"benchmark,group:grid","14912.0000,14962.5000,16179.5000,15127.5000,15067.5000,14917.0000,14847.5000,14832.0000,14802.0000,14882.0000,14852.0000,14767.5000,14797.0000,14702.0000,14752.0000,14787.0000,14927.5000,14787.0000,14862.0000,14797.5000,14877.0000,14877.5000,14947.0000,14877.0000,14787.0000,14807.0000,16840.5000,14701.5000,14847.5000,14797.0000,14782.0000,14822.5000,14872.0000,14767.0000,14807.0000,14812.0000,14897.0000,14752.0000,14757.0000,14837.0000,14802.0000,14812.0000,14867.0000,14872.0000,14872.0000,14777.0000,14777.0000,14812.5000,14717.0000,14752.0000,14757.0000,14717.0000,14732.0000,14807.0000,14797.0000,14887.5000,14777.0000,14837.0000,14817.5000,16710.5000,14907.5000,14817.0000,14822.0000,14777.5000,14802.0000,14877.0000,14757.0000,14837.0000,14802.0000,14847.5000,14842.0000,14862.0000,14807.5000,14897.0000,14857.5000,14877.0000,14892.5000,14807.0000,14852.5000,14872.0000,14892.5000,14932.5000,14852.0000,14942.5000,14777.0000,14882.0000,14787.0000,14702.0000,14887.0000,14797.0000,14837.5000,14807.0000,14722.0000,17502.0000,14757.0000,14797.0000,14752.0000,14782.0000,14837.0000,14802.0000"
performing set operations between randomized regions - 2d,"intersection, medium, native",100,11,2649900,2353.4064,2345.9382,2372.3800,53.8081,6.4681,99.0717,"benchmark,group:grid","2341.5455,2345.1818,2358.8182,2343.2727,2347.0000,2344.2727,2347.9091,2338.8182,2339.6364,2340.5455,2340.5455,2346.0909,2349.8182,2339.6364,2341.4545,2346.0909,2337.8182,2338.8182,2337.0000,2335.1818,2336.0909,2342.4545,2338.8182,2341.5455,2341.5455,2341.5455,2341.4545,2343.2727,2338.7273,2686.8182,2347.9091,2344.2727,2351.5455,2350.6364,2347.0000,2348.8182,2352.4545,2346.0909,2350.7273,2347.9091,2333.2727,2357.0000,2357.0000,2353.3636,2354.2727,2351.5455,2351.5455,2352.4545,2353.3636,2345.1818,2352.4545,2350.7273,2353.3636,2352.4545,2347.9091,2348.8182,2350.6364,2347.0000,2351.6364,2350.6364,2352.4545,2347.9091,2353.3636,2351.5455,2347.0000,2344.1818,2353.3636,2349.7273,2764.1818,2342.4545,2347.9091,2347.0000,2331.4545,2348.8182,2348.8182,2347.9091,2350.6364,2347.0000,2347.9091,2352.4545,2347.9091,2323.3636,2343.3636,2342.4545,2349.7273,2348.8182,2347.0000,2348.8182,2354.2727,2344.2727,2329.6364,2343.3636,2342.4545,2342.4545,2342.4545,2344.2727,2343.3636,2340.6364,2345.1818,2327.0000"
performing set operations between randomized regions - 2d,"intersection, medium, embedded in 3d",100,12,2650800,2164.0158,2155.9108,2182.3342,60.6054,32.1200,97.6393,"benchmark,group:grid","2140.5000,2153.0833,2177.3333,2159.7500,2163.1667,2171.4167,2161.4167,2160.5833,2160.5833,2162.2500,2164.8333,2167.2500,2163.0833,2149.7500,2167.2500,2160.5833,2532.1667,2174.0000,2158.9167,2162.2500,2156.4167,2148.9167,2148.9167,2147.2500,2137.2500,2150.5833,2150.5833,2152.2500,2159.8333,2154.7500,2149.7500,2148.9167,2158.9167,2136.4167,2149.7500,2152.2500,2155.5833,2156.4167,2153.9167,2155.6667,2151.4167,2150.5833,2138.8333,2152.2500,2150.5833,2153.9167,2160.5833,2168.9167,2163.9167,2157.2500,2158.9167,2146.4167,2138.0833,2149.7500,2146.4167,2466.1667,2155.5833,2161.4167,2152.2500,2153.0833,2151.4167,2153.9167,2135.5833,2146.4167,2152.2500,2146.4167,2148.9167,2149.7500,2151.4167,2143.9167,2143.9167,2133.0000,2159.7500,2161.4167,2154.7500,2153.9167,2143.9167,2145.5833,2158.0833,2144.7500,2131.4167,2156.4167,2157.2500,2148.9167,2148.9167,2146.4167,2148.9167,2150.5833,2162.2500,2148.9167,2150.5833,2150.5833,2152.2500,2514.5833,2157.3333,2154.7500,2160.5833,2154.7500,2154.7500,2161.5000"
performing set operations between randomized regions - 2d,"difference, medium, native",100,4,3313200,8117.2525,8090.2675,8176.0725,194.1041,110.1117,309.0144,"benchmark,group:grid","8067.2500,8087.2500,8463.0000,8104.7500,8177.5000,8137.2500,8050.0000,8082.2500,8130.0000,8122.5000,8124.7500,8072.5000,8049.7500,8097.2500,8077.5000,8042.2500,8122.5000,8047.2500,8059.7500,9237.0000,8115.0000,8122.5000,8099.7500,8090.0000,8069.7500,8064.7500,8090.0000,8029.7500,8077.2500,8090.0000,8077.2500,8092.2500,8122.2500,8017.2500,8115.0000,8057.2500,8079.7500,8059.7500,8152.5000,8064.7500,8135.0000,8062.2500,8052.2500,8062.2500,8064.7500,8120.0000,8077.2500,8077.2500,8072.5000,9086.7500,8079.7500,8085.0000,8084.7500,8102.5000,8084.7500,8067.2500,8110.0000,8049.7500,8054.7500,8067.5000,8027.2500,8064.7500,8059.7500,8100.0000,8062.2500,8069.7500,8034.7500,8077.2500,8069.7500,8057.2500,8070.0000,8059.7500,8112.5000,8029.7500,8067.2500,8079.7500,8100.0000,8120.0000,8067.2500,8102.5000,9229.5000,8089.7500,8087.5000,8094.7500,8064.7500,8050.0000,8049.7500,8047.2500,8120.0000,8122.2500,8027.2500,8075.0000,8102.2500,8102.5000,8052.2500,8037.2500,8072.2500,8064.7500,8117.2500,8052.2500"
performing set operations between randomized regions - 2d,"difference, medium, embedded in 3d",100,4,3075200,8677.3450,8651.3850,8731.1175,183.1071,106.9773,287.0825,"benchmark,group:grid","8661.0000,8628.2500,9111.7500,8743.5000,8648.5000,8643.5000,8648.2500,8575.7500,8640.7500,8681.0000,8573.2500,8681.0000,8631.0000,8643.5000,8633.2500,8601.0000,8600.7500,8608.2500,8683.5000,8616.0000,8653.5000,8668.2500,8618.5000,9675.2500,8676.0000,8631.0000,8661.0000,8671.0000,8638.2500,8646.0000,8595.7500,8658.5000,8641.0000,8650.7500,8641.0000,8693.5000,8671.0000,8663.5000,8658.5000,8643.2500,8681.0000,8656.0000,8600.7500,8621.0000,8646.0000,8670.7500,8663.2500,8591.0000,8633.2500,8671.0000,8651.0000,9620.2500,8668.5000,8615.7500,8668.5000,8633.5000,8640.7500,8633.5000,8691.0000,8656.0000,8661.0000,8640.7500,8638.5000,8706.0000,8666.0000,8643.5000,8673.5000,8598.2500,8651.0000,8610.7500,8656.0000,8608.2500,8626.0000,8635.7500,8648.5000,8631.0000,8580.7500,8620.7500,8610.7500,8630.7500,9710.2500,8641.0000,8628.2500,8701.0000,8638.2500,8718.7500,8623.2500,8585.7500,8653.5000,8651.0000,8625.7500,8586.0000,8628.2500,8611.0000,8640.7500,8633.5000,8593.2500,8621.0000,8635.7500,8648.5000"
performing set operations between randomized regions - 2d,"union, large, native",100,1,16386800,159384.7400,158795.0100,161293.7600,4865.1552,1789.5141,10820.2169,"benchmark,group:grid","157457.0000,203985.0000,165021.0000,158449.0000,158519.0000,158308.0000,157817.0000,157918.0000,163358.0000,158398.0000,158068.0000,159000.0000,157787.0000,157757.0000,162476.0000,158138.0000,158138.0000,157777.0000,158198.0000,158178.0000,162577.0000,158488.0000,157987.0000,158419.0000,157517.0000,157516.0000,157908.0000,163178.0000,158649.0000,157647.0000,158168.0000,158498.0000,158429.0000,162616.0000,157476.0000,158078.0000,157988.0000,157998.0000,158358.0000,162316.0000,158148.0000,158298.0000,157918.0000,157607.0000,158459.0000,158037.0000,164220.0000,158328.0000,158018.0000,158379.0000,157326.0000,158308.0000,163549.0000,158068.0000,158188.0000,158238.0000,157597.0000,157847.0000,163218.0000,157747.0000,157557.0000,157868.0000,157396.0000,157798.0000,162396.0000,158408.0000,157597.0000,157637.0000,157878.0000,157837.0000,158639.0000,163869.0000,158208.0000,158349.0000,157577.0000,158238.0000,157957.0000,162667.0000,158579.0000,158428.0000,158058.0000,158248.0000,158628.0000,162827.0000,159611.0000,158519.0000,158198.0000,158669.0000,158980.0000,158398.0000,162877.0000,158789.0000,157688.0000,158148.0000,158789.0000,157978.0000,162897.0000,158098.0000,158168.0000,157967.0000"
performing set operations between randomized regions - 2d,"union, large, embedded in 3d",100,1,17591800,172765.6800,172371.7300,173556.0100,2733.5790,1693.2238,5217.7708,"benchmark,group:grid","172044.0000,171543.0000,175921.0000,172986.0000,172294.0000,176583.0000,172245.0000,171744.0000,171864.0000,171544.0000,171884.0000,176583.0000,171523.0000,171353.0000,171914.0000,172125.0000,171313.0000,175821.0000,171523.0000,171423.0000,171764.0000,171073.0000,171413.0000,176453.0000,171373.0000,171683.0000,171292.0000,171753.0000,171504.0000,176262.0000,171714.0000,171934.0000,172215.0000,171573.0000,176032.0000,171674.0000,171654.0000,171984.0000,171594.0000,171904.0000,176152.0000,171864.0000,171183.0000,172084.0000,171995.0000,172144.0000,176463.0000,171413.0000,171704.0000,171393.0000,171914.0000,171664.0000,176212.0000,171854.0000,171654.0000,171664.0000,171533.0000,171553.0000,176322.0000,171614.0000,171713.0000,172055.0000,171323.0000,176262.0000,171654.0000,171363.0000,172395.0000,171854.0000,171153.0000,176302.0000,171664.0000,171383.0000,171543.0000,171974.0000,171814.0000,177384.0000,172375.0000,171674.0000,172195.0000,171774.0000,172094.0000,177385.0000,171964.0000,171924.0000,171293.0000,171624.0000,172435.0000,193385.0000,171914.0000,171934.0000,171503.0000,172215.0000,176383.0000,171824.0000,171413.0000,172144.0000,171853.0000,171633.0000,176583.0000,171754.0000"
performing set operations between randomized regions - 2d,"intersection, large, native",100,2,4391000,21498.8800,21432.2250,21619.3600,444.8195,278.4967,637.9064,"benchmark,group:grid","23233.0000,21524.5000,21855.5000,21479.5000,21470.0000,21384.5000,21414.5000,23508.5000,21560.0000,21354.5000,21489.5000,21400.0000,21504.5000,21364.5000,21469.5000,21359.5000,21430.0000,21344.5000,21359.5000,21344.5000,21419.5000,21344.5000,21440.0000,21319.5000,21394.5000,21304.5000,21399.5000,21439.5000,21244.0000,21480.0000,21369.5000,23634.0000,21349.5000,21384.5000,21349.5000,21450.0000,21309.0000,21404.5000,21299.5000,21439.5000,21319.5000,21470.0000,21294.0000,21494.5000,21354.5000,21490.0000,21389.5000,21475.0000,21349.5000,21484.5000,21380.0000,21494.5000,21284.5000,21359.5000,23373.5000,21404.5000,21284.5000,21429.5000,21399.5000,21404.5000,21324.5000,21374.5000,21425.0000,21329.5000,21414.5000,21419.5000,21405.0000,21289.0000,21404.5000,21414.5000,21414.5000,21344.5000,21379.5000,21464.5000,21485.0000,21274.5000,21374.5000,23258.0000,21409.5000,21314.5000,21334.5000,21400.0000,21409.5000,21424.5000,21410.0000,21409.5000,21344.5000,21500.0000,21339.5000,21484.5000,21274.5000,21450.0000,21314.5000,21494.5000,21294.5000,21384.5000,21334.5000,21440.0000,21369.5000,21394.5000"
